_link,_link_release,id,title,description,status,date,value_amount,value_currency,contractPeriod_startDate,contractPeriod_endDate,datePublished
14575.awards.0,14575,e586efcb-bf82-4f21-8ac1-73272805f332,,See description of related tender,active,2021-06-21T00:00:00,28785.09,GBP,2021-07-12T00:00:00,2021-10-10T00:00:00,2022-03-25T15:20:08
14577.awards.0,14577,a4cfeabd-5c31-4de6-8ea2-5ef3d964af75,,See description of related tender,active,2022-03-25T00:00:00,30485.0,GBP,2022-04-01T00:00:00,2022-09-30T00:00:00,2022-03-25T15:20:59
14580.awards.0,14580,3ee32201-c561-4571-b37c-922a57f4af46,,See description of related tender,active,2022-03-25T00:00:00,38203.75,GBP,2022-04-01T00:00:00,2022-09-30T00:00:00,2022-03-25T15:23:40
14581.awards.0,14581,e16ab573-1bd6-4437-a864-8756e8b77b03,,See description of related tender,active,2022-03-25T00:00:00,75232.0,GBP,2022-04-01T00:00:00,2022-09-30T00:00:00,2022-03-25T15:24:56
14578.awards.0,14578,741dbd8c-859f-4c59-ae44-02fd6003c58b,,See description of related tender,active,2022-03-25T00:00:00,38203.75,GBP,2022-04-01T00:00:00,2022-09-30T00:00:00,2022-03-25T15:22:35
14579.awards.0,14579,15011333-1f3e-4dc0-aafb-cacdfe97479d,,See description of related tender,active,2021-09-30T00:00:00,65000.0,GBP,2021-12-13T00:00:00,2024-03-31T00:00:00,2022-03-25T15:22:42
14587.awards.0,14587,1080b34c-3998-4270-9c47-a34b3cbdccb7,,See description of related tender,active,2022-03-25T00:00:00,9684.64,GBP,2022-03-28T00:00:00,2022-07-31T00:00:00,2022-03-25T15:31:26
14582.awards.0,14582,38173e1a-4ee7-4443-b692-e47498a8b15a,,See description of related tender,active,2022-03-25T00:00:00,60000.0,GBP,2022-04-04T00:00:00,2022-07-31T00:00:00,2022-03-25T15:25:52
14584.awards.0,14584,2afd5401-aea2-444f-bfb7-bc2d24031586,,See description of related tender,active,2019-08-15T00:00:00,33927.27,GBP,2019-08-26T00:00:00,2019-08-31T00:00:00,2022-03-25T15:27:10
14589.awards.0,14589,d8fe807c-a2e6-4750-9fee-87eaaaa62c0c,,See description of related tender,active,2022-03-22T00:00:00,44750.0,GBP,2022-03-23T00:00:00,2022-09-23T00:00:00,2022-03-25T15:32:08
14585.awards.0,14585,dd9c00a3-7c54-44ff-adde-e419a49a215d,,See description of related tender,active,2022-03-22T00:00:00,50000.0,GBP,2022-03-23T00:00:00,2022-09-23T00:00:00,2022-03-25T15:27:23
14594.awards.0,14594,807aad26-34d3-4a24-9faa-e6ca56b209a2,,See description of related tender,active,2019-10-18T00:00:00,13850.46,GBP,2019-10-25T00:00:00,2019-10-27T00:00:00,2022-03-25T15:41:10
14592.awards.0,14592,df14ae28-17d6-46a0-90f1-de780d6ccb65,,See description of related tender,active,2021-03-11T00:00:00,70000.0,GBP,2021-03-16T00:00:00,2023-03-16T00:00:00,2022-03-25T15:34:44
14593.awards.0,14593,8afe5996-6216-46a0-912e-2cd29567bf5b,,See description of related tender,active,2022-01-30T00:00:00,582856.56,GBP,2022-01-31T00:00:00,2022-07-30T00:00:00,2022-03-25T15:35:22
14598.awards.0,14598,cf350272-8ef7-4af2-baee-5487d74bd3c1,,See description of related tender,active,2022-03-24T00:00:00,10374.0,GBP,2022-04-24T00:00:00,2023-04-23T00:00:00,2022-03-25T15:43:07
14596.awards.0,14596,14428070-0fad-4652-bb24-6da969556dfd,,See description of related tender,active,2021-06-16T00:00:00,27800.0,GBP,2021-07-22T00:00:00,2021-09-30T00:00:00,2022-03-25T15:41:46
14595.awards.0,14595,c62f7d2f-198a-49c6-b5de-1438b2b9ae65,,See description of related tender,active,2022-01-10T00:00:00,99913.0,GBP,2022-01-24T00:00:00,2023-03-23T00:00:00,2022-03-25T15:41:45
14601.awards.0,14601,aea676d3-fadf-4db8-9a5b-d6b6a0cb5f5a,,See description of related tender,active,2021-12-02T00:00:00,150000.0,GBP,2022-02-21T00:00:00,2025-02-20T00:00:00,2022-03-24T14:30:03
14600.awards.0,14600,9ccc31f9-c4eb-4f24-a234-d6826094b628,,See description of related tender,active,2022-03-24T00:00:00,91000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-03-24T17:45:09
14597.awards.0,14597,9a3b2b46-4b57-4ad3-adfb-84e358c0999f,,See description of related tender,active,2022-03-25T00:00:00,61978.0,GBP,2022-03-29T00:00:00,2024-07-26T00:00:00,2022-03-25T15:42:16
14611.awards.0,14611,431eb719-ab2f-48a8-9ab7-256d1169ad21,,See description of related tender,active,2021-07-09T00:00:00,126500.0,GBP,2021-07-10T00:00:00,2022-07-09T00:00:00,2022-03-24T14:43:00
14604.awards.0,14604,789c5927-9f39-4ebe-8c2b-c0ad2639d53d,,See description of related tender,active,2022-03-24T00:00:00,61880.0,GBP,2022-04-04T00:00:00,2027-04-03T00:00:00,2022-03-24T14:35:06
14605.awards.0,14605,1f99be7d-8fde-4948-b10c-6f2c394c02ca,,See description of related tender,active,2021-12-22T00:00:00,69108.0,GBP,2022-01-04T00:00:00,2022-08-31T00:00:00,2022-03-24T14:35:22
14612.awards.0,14612,a309a99b-ce5b-46a3-9bf2-cfe1b4e08d0d,,See description of related tender,active,2022-03-24T00:00:00,1242275.48,GBP,2022-03-31T00:00:00,2023-01-31T00:00:00,2022-03-24T14:43:27
14613.awards.0,14613,6295acd3-76dd-4530-aa02-21ff5f0da8e3,,See description of related tender,active,2022-03-24T00:00:00,,GBP,2021-11-08T00:00:00,2025-03-31T00:00:00,2022-03-24T14:45:52
14615.awards.0,14615,8ddc5560-b7c5-4536-8afa-a6e0901abc54,,See description of related tender,active,2022-03-22T00:00:00,400000.0,GBP,2022-04-07T00:00:00,2024-04-06T00:00:00,2022-03-24T14:46:52
14614.awards.0,14614,48d266c1-871c-4f8f-a400-1090acdde881,,See description of related tender,active,2022-01-24T00:00:00,11055.0,GBP,2022-01-01T00:00:00,2022-12-31T00:00:00,2022-03-24T14:46:02
14620.awards.0,14620,2b88ffb2-a180-4cda-854a-d6d999adfed3,,See description of related tender,active,2022-02-01T00:00:00,10000.0,GBP,2022-02-01T00:00:00,2023-02-28T00:00:00,2022-03-24T14:52:10
14617.awards.0,14617,a9ea6933-cf9e-4e3c-bb01-6c3f2228f6b2,,See description of related tender,active,2022-03-07T00:00:00,193290.0,GBP,2022-03-08T00:00:00,2022-06-30T00:00:00,2022-03-24T14:50:03
14616.awards.0,14616,29f050e9-41df-4d2e-97c9-48c4e48acbe7,,See description of related tender,active,2022-03-16T00:00:00,3600.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-03-24T14:49:53
14622.awards.0,14622,54591c82-a519-4300-b05d-2d7f456b92ed,,See description of related tender,active,2022-03-16T00:00:00,21789.0,GBP,2022-04-01T00:00:00,2024-04-30T00:00:00,2022-03-24T14:55:56
14627.awards.0,14627,577862a1-2ae9-4cef-ab78-f3cd1ea5dfe1,,See description of related tender,active,2022-01-07T00:00:00,124600.0,GBP,2022-01-17T00:00:00,2022-04-29T00:00:00,2022-03-24T14:57:58
14626.awards.0,14626,da41c158-ca08-480c-b5de-6d71f35081a8,,See description of related tender,active,2022-02-09T00:00:00,18038.44,GBP,2022-02-01T00:00:00,2023-01-31T00:00:00,2022-03-24T14:57:39
14623.awards.0,14623,5f924364-8362-494b-b652-5c4a0b5293b6,,See description of related tender,active,2021-09-01T00:00:00,447864.0,GBP,2021-09-01T00:00:00,2024-03-31T00:00:00,2022-03-24T14:56:05
14628.awards.0,14628,50d1eaf3-84fe-4f89-9e1c-fa3622fd5688,,See description of related tender,active,2022-03-14T00:00:00,950000.0,GBP,2022-04-30T00:00:00,2022-11-30T00:00:00,2022-03-24T15:00:03
14624.awards.0,14624,536ac233-8c14-4088-b234-d2242f333f99,,See description of related tender,active,2022-03-23T00:00:00,96220.0,GBP,2022-03-23T00:00:00,2026-03-22T00:00:00,2022-03-24T14:56:48
14633.awards.0,14633,d06078ec-0127-42e2-9fd9-ecc74dd7e2cb,,See description of related tender,active,2019-12-23T00:00:00,5303101.0,GBP,2020-01-10T00:00:00,2020-07-31T00:00:00,2022-03-24T15:05:09
14630.awards.0,14630,0cb5236b-0e04-4167-be6f-535b47933355,,See description of related tender,active,2022-03-15T00:00:00,96000.0,GBP,2022-03-01T00:00:00,2026-02-28T00:00:00,2022-03-24T15:02:42
14631.awards.0,14631,391cb761-28fd-4c8e-abad-b5743b4ba440,,See description of related tender,active,2022-02-24T00:00:00,62989.0,GBP,2022-02-24T00:00:00,2022-03-31T00:00:00,2022-03-24T15:02:56
14629.awards.0,14629,ab7026a6-357f-4613-9d2b-f367b5febd53,,See description of related tender,active,2022-03-16T00:00:00,6350.0,GBP,2022-04-01T00:00:00,2023-08-31T00:00:00,2022-03-24T15:01:14
14634.awards.0,14634,20fb1133-4385-467a-9230-0644cab3d719,,See description of related tender,active,2022-03-16T00:00:00,7750.0,GBP,2022-05-01T00:00:00,2024-04-30T00:00:00,2022-03-24T15:05:24
14637.awards.0,14637,9214fb70-51b5-4f18-8ab7-86e2fc1abdb2,,See description of related tender,active,2022-03-16T00:00:00,4500.0,GBP,2022-04-01T00:00:00,2022-05-31T00:00:00,2022-03-24T15:10:41
14635.awards.0,14635,70fb3eb0-6974-4c36-b347-4001007ead0c,,See description of related tender,active,2022-03-24T00:00:00,79415.78,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-03-24T15:05:47
14638.awards.0,14638,d87124c0-881d-40a6-a05c-d3c147dc5681,,See description of related tender,active,2022-02-17T00:00:00,1024989.0,GBP,2022-06-01T00:00:00,2022-12-31T00:00:00,2022-03-24T15:12:25
14639.awards.0,14639,e5fa3bff-6862-4cc2-923e-8af18476aa2b,,See description of related tender,active,2022-03-24T00:00:00,90087.5,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-03-24T15:14:09
14642.awards.0,14642,dd21ae36-0689-4269-b42f-b9bd5c5ca30e,,See description of related tender,active,2022-03-16T00:00:00,1500.0,GBP,2022-04-01T00:00:00,2022-05-31T00:00:00,2022-03-24T15:24:44
14640.awards.0,14640,3a4d9baa-ce6b-44ae-8c72-4fd964dd3849,,See description of related tender,active,2022-03-15T00:00:00,6750.0,GBP,2022-04-01T00:00:00,2022-05-31T00:00:00,2022-03-24T15:14:33
14645.awards.0,14645,e9947eb8-af73-409e-9d14-a629e0efef69,,See description of related tender,active,2022-03-22T00:00:00,25000.0,GBP,2022-03-23T00:00:00,2022-04-30T00:00:00,2022-03-24T15:32:02
14643.awards.0,14643,15a9e647-ae29-4ed4-9ae5-6470bc0f5576,,See description of related tender,active,2022-03-08T00:00:00,197932.0,GBP,2022-03-10T00:00:00,2022-06-30T00:00:00,2022-03-24T15:25:03
14644.awards.0,14644,8035cfb3-03ac-45de-9d42-d64a43678e67,,See description of related tender,active,2022-03-15T00:00:00,31267.62,GBP,2022-03-24T00:00:00,2022-06-16T00:00:00,2022-03-24T15:26:28
14650.awards.0,14650,52bc8130-ebcc-4373-a029-0fc636f167d8,,See description of related tender,active,2022-01-28T00:00:00,330241.0,GBP,2022-02-01T00:00:00,2025-02-01T00:00:00,2022-03-24T15:42:34
14647.awards.0,14647,3a6b5430-8aae-404b-897d-488a24dd5b0a,,See description of related tender,active,2020-12-10T00:00:00,1911153.16,GBP,2021-01-05T00:00:00,2021-07-20T00:00:00,2022-03-24T15:38:31
14646.awards.0,14646,1dd328c0-8ef5-4505-902d-b852e9a5a9b4,,See description of related tender,active,2021-12-07T00:00:00,150000.0,GBP,2021-12-17T00:00:00,2025-01-31T00:00:00,2022-03-24T15:35:28
14649.awards.0,14649,f5577e8f-f614-4a88-aa89-df92ff06a2c5,,See description of related tender,active,2022-03-10T00:00:00,91150.0,GBP,2022-04-01T00:00:00,2027-03-31T00:00:00,2022-03-24T15:41:22
14651.awards.0,14651,0180034d-e4f3-40d5-b206-0351374279da,,See description of related tender,active,2022-03-24T00:00:00,126000.0,GBP,2022-03-24T00:00:00,2023-03-24T00:00:00,2022-03-24T15:43:23
14653.awards.1,14653,a87190ab-5638-4ef4-9d49-04149ad18396,,See description of related tender,active,2022-02-01T00:00:00,196000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-03-24T15:44:14
14652.awards.0,14652,7b44b9dc-4bdd-4b7f-8b3f-29478bc8f6e7,,See description of related tender,active,2022-02-27T00:00:00,31336.56,GBP,2022-02-28T00:00:00,2022-02-28T00:00:00,2022-03-24T15:43:45
14653.awards.0,14653,2e0ab99c-d797-4043-be43-0c4e17ec9ffd,,See description of related tender,active,2020-02-28T00:00:00,241000.0,GBP,2020-03-01T00:00:00,2022-03-31T00:00:00,2022-03-24T15:44:14
14657.awards.0,14657,7a443edf-c7ba-4683-ac4b-adacce9ea5a0,,See description of related tender,active,2022-03-01T00:00:00,534500.0,GBP,2022-03-21T00:00:00,2037-03-20T00:00:00,2022-03-24T15:51:07
14656.awards.0,14656,a237941d-f8d7-408e-aa79-43ab375ed97b,,See description of related tender,active,2022-03-16T00:00:00,750000.0,GBP,2022-05-01T00:00:00,2022-11-30T00:00:00,2022-03-24T15:49:40
14654.awards.0,14654,306d9cdd-a71a-446d-a123-70a3fdc137bd,,See description of related tender,active,2022-03-30T00:00:00,34048.08,GBP,2022-03-31T00:00:00,2022-03-31T00:00:00,2022-03-24T15:48:53
14658.awards.0,14658,c2b384f6-658b-4c56-9973-6b70b7e0eae7,,See description of related tender,active,2019-10-23T00:00:00,176672.7,GBP,2019-11-06T00:00:00,2022-07-31T00:00:00,2019-11-20T08:08:48
14659.awards.0,14659,a0414089-1e50-4385-b1b5-10a1109cf94a,,See description of related tender,active,2022-03-24T00:00:00,41966.0,GBP,2022-03-28T00:00:00,2022-04-28T00:00:00,2022-03-24T15:54:58
14664.awards.0,14664,154a0085-2014-4aa8-bc79-3ca2557348da,,See description of related tender,active,2022-03-30T00:00:00,80702.4,GBP,2022-03-31T00:00:00,2022-03-31T00:00:00,2022-03-24T16:05:13
14660.awards.0,14660,7bc9d1c9-ea64-45c6-bb7a-bd742620ee0c,,See description of related tender,active,2021-10-22T00:00:00,14750.61,GBP,2021-11-01T00:00:00,2022-02-18T00:00:00,2022-03-24T15:59:09
14665.awards.0,14665,37ce1e6e-f6ea-417e-bd0f-29d5b6928458,,See description of related tender,active,2022-03-03T00:00:00,168554.0,GBP,2022-03-03T00:00:00,2023-03-26T00:00:00,2022-03-24T16:06:00
14661.awards.0,14661,c1117fa6-5836-4fb5-934e-ee26c303b031,,See description of related tender,active,2022-02-27T00:00:00,1184400.0,GBP,2022-02-28T00:00:00,2022-02-28T00:00:00,2022-03-24T15:59:17
14662.awards.0,14662,2eb4e7c0-1936-4532-aa95-424c1fec5ac3,,See description of related tender,active,2022-03-23T00:00:00,56089.5,GBP,2022-03-23T00:00:00,2025-03-23T00:00:00,2022-03-24T15:59:29
14669.awards.0,14669,40e3340b-ec31-4091-a2dd-a4bc2897db32,,See description of related tender,active,2022-03-24T00:00:00,19300.0,GBP,2022-03-25T00:00:00,2024-01-31T00:00:00,2022-03-24T16:09:35
14667.awards.0,14667,43e7db6c-58d4-4afc-8f6d-3a5c9b8c124b,,See description of related tender,active,2022-03-17T00:00:00,58224.95,GBP,2022-03-28T00:00:00,2022-05-09T00:00:00,2022-03-24T16:06:39
14668.awards.0,14668,e9c543e9-d990-4053-880c-63fcae24e4f3,,See description of related tender,active,2022-03-09T00:00:00,140000.0,GBP,2022-03-09T00:00:00,2022-12-31T00:00:00,2022-03-24T16:07:53
14666.awards.0,14666,982ef9b9-cc51-4fa5-b89d-e7f44f44ae13,,See description of related tender,active,2022-03-24T00:00:00,15060.0,GBP,2022-03-31T00:00:00,2023-03-31T00:00:00,2022-03-24T16:06:05
14674.awards.0,14674,609dadfb-2afb-482b-a1f9-d19a9e178e40,,See description of related tender,active,2021-07-31T00:00:00,666400.0,GBP,2021-08-01T00:00:00,2022-01-31T00:00:00,2022-03-24T16:15:30
14671.awards.0,14671,9fb57d87-4643-4d60-8956-aafbbd1d8115,,See description of related tender,active,2022-03-22T00:00:00,400000.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-03-24T15:13:04
14672.awards.0,14672,d38621cd-0914-40e3-9812-f7ddc2598ed0,,See description of related tender,active,2022-03-30T00:00:00,26492.0,GBP,2022-03-31T00:00:00,2022-03-31T00:00:00,2022-03-24T16:10:19
14678.awards.0,14678,b54dfca9-15f6-4d34-a1b6-d6d9a14078d5,,See description of related tender,active,2022-01-04T00:00:00,922075.0,GBP,2022-01-04T00:00:00,2022-01-04T00:00:00,2022-03-24T16:24:24
14673.awards.0,14673,c423454d-8bde-4659-9330-d843d5e91da4,,See description of related tender,active,2022-03-17T00:00:00,33877.0,GBP,2022-03-18T00:00:00,2022-06-08T00:00:00,2022-03-24T16:11:42
14675.awards.0,14675,54b51734-81cc-49c4-a064-17dafd4acdd1,,See description of related tender,active,2022-03-18T00:00:00,212000.0,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-03-24T16:17:03
14676.awards.0,14676,74c0ed59-9dcb-4097-8bfe-053c25a48fb7,,See description of related tender,active,2022-03-14T00:00:00,1371667.0,GBP,2022-03-14T00:00:00,2027-03-12T00:00:00,2022-03-24T16:17:27
14685.awards.0,14685,e864fdc8-86ce-4bca-8ec3-bec73d1c865e,,See description of related tender,active,2022-03-21T00:00:00,214542937.0,GBP,2022-03-21T00:00:00,2027-03-20T00:00:00,2022-03-24T16:48:20
14681.awards.0,14681,1c9e53de-5cf5-4f17-9e7d-d4196d7fb8c4,,See description of related tender,active,2022-03-14T00:00:00,497475.65,GBP,2022-03-14T00:00:00,2023-03-13T00:00:00,2022-03-24T16:34:54
14683.awards.0,14683,eb62aa7e-ef09-44e4-b96b-cea5ac643ef0,,See description of related tender,active,2022-03-18T00:00:00,170000.0,GBP,2021-12-14T00:00:00,2024-12-13T00:00:00,2022-03-24T16:38:17
14690.awards.0,14690,af1a062a-3023-404a-abb5-f3c4599b7001,,See description of related tender,active,2022-02-23T00:00:00,70393068.0,GBP,2022-02-23T00:00:00,2027-02-22T00:00:00,2022-03-24T17:06:59
14684.awards.0,14684,febcda63-8dfe-4c3c-9299-e0fead964350,,See description of related tender,active,2022-02-28T00:00:00,183400.0,GBP,2022-02-28T00:00:00,2022-03-27T00:00:00,2022-03-24T16:38:24
14682.awards.0,14682,7ca35712-f36c-4044-b26c-94d79e2bdd03,,See description of related tender,active,2022-03-24T00:00:00,600000.0,GBP,2022-01-01T00:00:00,2022-12-31T00:00:00,2022-03-24T16:35:03
14694.awards.0,14694,3c32ff29-6578-4f6f-9f66-67e3d23b599a,,See description of related tender,active,2022-03-14T00:00:00,12000.0,GBP,2022-03-15T00:00:00,2022-03-31T00:00:00,2022-03-24T17:24:25
14692.awards.0,14692,75952bec-2491-4c3e-a450-a9d4e0d81f98,,See description of related tender,active,2022-03-16T00:00:00,440000.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-03-24T17:16:17
14693.awards.0,14693,a2633b19-1064-40fc-aa68-6c32ec86efc1,,See description of related tender,active,2022-03-24T00:00:00,38898.0,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-03-24T17:19:14
14686.awards.0,14686,ffc87770-da5d-4961-8094-965e37f575ea,,See description of related tender,active,2022-03-23T00:00:00,38763.0,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-03-24T16:49:34
14687.awards.0,14687,8ea92a25-69b2-47a1-9c02-b0ec9b4f7365,,See description of related tender,active,2021-10-01T00:00:00,98845.0,GBP,2021-10-01T00:00:00,2021-11-07T00:00:00,2022-03-24T16:54:55
14699.awards.0,14699,174a9f05-00c7-4f9d-ac04-fa250012358e,,See description of related tender,active,2022-03-24T00:00:00,154829.0,GBP,2022-03-30T00:00:00,2025-03-29T00:00:00,2022-03-24T17:45:07
14695.awards.0,14695,2695944d-a649-4af9-a3d9-8050d3074f91,,See description of related tender,active,2022-02-24T00:00:00,98882.0,GBP,2022-02-28T00:00:00,2022-04-22T00:00:00,2022-03-24T17:24:36
14702.awards.0,14702,de2809cb-0b2f-48bb-835b-0a21c2327a9a,,See description of related tender,active,2021-10-13T00:00:00,137699.0,GBP,2021-11-22T00:00:00,2022-03-31T00:00:00,2022-03-24T17:45:14
14698.awards.0,14698,df4aeabc-5acd-4911-ae21-eab53591b4ff,,See description of related tender,active,2021-12-20T00:00:00,77306.76,GBP,2022-01-03T00:00:00,2022-07-31T00:00:00,2022-03-24T17:45:06
14703.awards.0,14703,a34c50e0-42f8-4516-ad67-015a09830d42,,See description of related tender,active,2022-03-24T00:00:00,499000.0,GBP,2022-03-07T00:00:00,2025-03-06T00:00:00,2022-03-24T17:45:15
14713.awards.0,14713,dcb7fe9f-2436-4edf-8ba6-d99712f2ed6e,,See description of related tender,active,2022-03-22T00:00:00,497000.0,GBP,2021-11-23T00:00:00,2022-03-22T00:00:00,2022-03-24T22:30:29
14704.awards.0,14704,89f74e1b-e987-4a5a-8379-a60534ea7ec9,,See description of related tender,active,2022-03-24T00:00:00,49500.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-03-24T17:45:17
14708.awards.0,14708,ed15ba52-58da-4998-b7d9-1463728ad32f,,See description of related tender,active,2021-11-25T00:00:00,684000.0,GBP,2022-02-01T00:00:00,2023-03-31T00:00:00,2022-03-24T18:39:59
14706.awards.0,14706,3ca7a26a-a1e2-4331-8451-34e8d4df6156,,See description of related tender,active,2022-03-09T00:00:00,157260.0,GBP,2022-03-09T00:00:00,2023-03-16T00:00:00,2022-03-24T17:58:05
14710.awards.0,14710,16fc4def-86fd-48e6-b18f-ec9f30762063,,See description of related tender,active,2022-03-23T00:00:00,797130.0,GBP,2021-11-23T00:00:00,2024-11-22T00:00:00,2022-03-24T21:50:08
14718.awards.0,14718,e844bc89-96c0-41ad-a064-e97ca3f8e06b,,See description of related tender,active,2022-03-21T00:00:00,145046.35,GBP,2022-03-01T00:00:00,2022-03-31T00:00:00,2022-03-24T23:27:07
14716.awards.0,14716,a6da9954-c137-4ff8-a344-de8f8fa50bcb,,See description of related tender,active,2021-10-26T00:00:00,15848.08,GBP,2021-10-26T00:00:00,2022-01-01T00:00:00,2022-03-24T23:16:39
14714.awards.0,14714,5d8fa2ba-d95f-42a1-b3b6-d4f4fd86524e,,See description of related tender,active,2022-03-03T00:00:00,31000.0,GBP,2022-03-03T00:00:00,2022-12-14T00:00:00,2022-02-25T14:15:47
14715.awards.0,14715,58765fa7-d01d-46fd-8019-a523bd0c4e23,,See description of related tender,active,2021-12-10T00:00:00,42931.88,GBP,2021-12-10T00:00:00,2021-12-24T00:00:00,2022-03-24T23:09:17
14719.awards.0,14719,f709ee63-3f08-4610-ba5e-9fd3029a12a8,,See description of related tender,active,2022-02-24T00:00:00,43249.49,GBP,2022-02-24T00:00:00,2022-05-02T00:00:00,2022-03-24T23:34:37
14717.awards.0,14717,59f8958a-14e2-41fa-a4d7-c68c2c89d6a4,,See description of related tender,active,2021-12-24T00:00:00,80045.17,GBP,2022-01-04T00:00:00,2022-02-11T00:00:00,2022-03-24T23:20:51
14720.awards.0,14720,3077b2cb-ae70-4aab-92d4-761087f07ddb,,See description of related tender,active,2021-12-01T00:00:00,35711.62,GBP,2021-12-01T00:00:00,2022-03-31T00:00:00,2022-03-24T23:36:07
14727.awards.0,14727,955553de-67de-40fe-bc73-2ea3aa987181,,See description of related tender,active,2022-02-28T00:00:00,168000.0,GBP,2022-02-28T00:00:00,2023-02-27T00:00:00,2022-03-25T07:11:09
14726.awards.0,14726,32df601d-4b72-4b61-be91-1e0734954e79,,See description of related tender,active,2022-03-15T00:00:00,1500000.0,GBP,2022-04-01T00:00:00,2026-01-31T00:00:00,2022-03-25T07:03:34
14722.awards.0,14722,a0bbcfdf-1192-4243-ab96-a099d156ec83,,See description of related tender,active,2022-02-28T00:00:00,63748.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-03-25T03:14:37
14724.awards.0,14724,8c006085-8379-48d2-b2ab-5de658589492,,See description of related tender,active,2022-01-18T00:00:00,151446.57,GBP,2022-01-18T00:00:00,2022-03-31T00:00:00,2022-03-25T06:15:06
14728.awards.0,14728,91fb0e95-baf0-4c59-89d4-3858cbc0fb63,,See description of related tender,active,2021-11-15T00:00:00,443982.0,GBP,2021-12-14T00:00:00,2022-06-30T00:00:00,2022-03-25T07:14:30
14734.awards.0,14734,ca927917-f714-4c81-bcbd-9cdaa49d937b,,See description of related tender,active,2021-11-01T00:00:00,31837.54,GBP,2021-11-08T00:00:00,2021-11-22T00:00:00,2022-03-25T08:34:57
14736.awards.0,14736,2a5a8248-bc4b-47f7-8702-e40485900ada,,See description of related tender,active,2021-11-30T00:00:00,32431.03,GBP,2021-12-06T00:00:00,2021-12-24T00:00:00,2022-03-25T08:38:36
14735.awards.0,14735,2c3e35fc-7161-47be-b804-4b9a271526a3,,See description of related tender,active,2022-03-25T00:00:00,,GBP,2022-04-01T00:00:00,2027-03-31T00:00:00,2022-03-25T08:38:24
14737.awards.0,14737,31b10b54-1225-4e92-a768-d15764be05be,,See description of related tender,active,2021-12-10T00:00:00,36813.92,GBP,2022-01-03T00:00:00,2022-01-14T00:00:00,2022-03-25T08:41:42
14741.awards.0,14741,6b929788-9007-4eca-9bb0-ffe9578b55e9,,See description of related tender,active,2021-11-05T00:00:00,129633.51,GBP,2021-11-01T00:00:00,2021-11-23T00:00:00,2022-03-25T08:50:44
14738.awards.0,14738,320f197d-a26c-42bb-831c-e617c8090492,,See description of related tender,active,2022-01-17T00:00:00,35117.84,GBP,2022-01-24T00:00:00,2022-02-07T00:00:00,2022-03-25T08:44:20
14739.awards.0,14739,da08c5d1-b0db-4360-bc58-66fba58a6f86,,See description of related tender,active,2022-02-04T00:00:00,26640.47,GBP,2022-02-28T00:00:00,2022-03-28T00:00:00,2022-03-25T08:46:52
14748.awards.0,14748,fc622d80-6b7d-4ed6-8a2c-3d8129c95665,,See description of related tender,active,2022-03-21T00:00:00,20000.0,GBP,2022-03-22T00:00:00,2022-09-22T00:00:00,2022-03-25T09:17:32
14749.awards.0,14749,f9bc2755-5aef-4f86-b57f-ff9053b93e51,,See description of related tender,active,2022-03-15T00:00:00,60000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-03-25T09:18:36
14751.awards.0,14751,50d03533-e2b6-4f53-885e-3e70fd92c865,,See description of related tender,active,2022-03-22T00:00:00,294901954.0,GBP,2022-02-01T00:00:00,2026-09-30T00:00:00,2022-03-25T09:23:47
14753.awards.0,14753,61c17296-0d4b-4bc5-bd6c-3d03f733286e,,See description of related tender,active,2021-03-25T00:00:00,161000.0,GBP,2021-04-01T00:00:00,2022-03-31T00:00:00,2022-03-25T09:29:35
14756.awards.0,14756,1303c8df-60a2-4aab-88d3-d6d4faab23de,,See description of related tender,active,2022-03-04T00:00:00,25555.0,GBP,2022-03-07T00:00:00,2022-05-06T00:00:00,2022-03-25T09:41:06
14755.awards.0,14755,ee0ef382-a7dc-4039-8163-c95bde5d18cc,,See description of related tender,active,2022-03-25T00:00:00,40300.0,GBP,2022-04-05T00:00:00,2027-04-04T00:00:00,2022-03-25T09:40:22
14752.awards.0,14752,21fe7aa1-39fa-4d58-9ca4-75ed1e7c6679,,See description of related tender,active,2022-02-28T00:00:00,41040.0,GBP,2022-04-01T00:00:00,2022-09-30T00:00:00,2022-03-25T09:26:12
14758.awards.0,14758,c3bf2920-1bea-4b23-afca-aabf6dd9974b,,See description of related tender,active,2021-05-31T00:00:00,51948.0,GBP,2021-06-01T00:00:00,2021-11-30T00:00:00,2022-03-25T09:46:19
